num_epochs,learning_rate,lr_decay_factor,lr_decay_step,final_train_loss,final_valid_loss,final_train_acc,final_valid_acc
150,0.001,0.1,100,0.8724966566562653,0.8658322322368622,0.7015,0.7
150,0.001,0.1,250,0.8043727335631847,0.7714583227038383,0.786,0.845
150,0.001,0.1,350,0.8867408151924611,0.8870136573910713,0.6995,0.705
150,0.001,0.2,100,0.8519646109640598,0.8354519268870354,0.701,0.7
150,0.001,0.2,250,0.8709144324064255,0.8720228719711304,0.702,0.7
150,0.001,0.2,350,0.8404020483493805,0.8282182821631432,0.6965,0.695
150,0.001,0.3,100,0.886773422986269,0.887065087556839,0.7,0.7
150,0.001,0.3,250,0.7884104325175285,0.762863664329052,0.8255,0.865
150,0.001,0.3,350,0.9110640326142311,0.8854496186971664,0.698,0.75
150,0.001,1,100,0.7717812168300152,0.7530031403899193,0.826,0.865
150,0.001,1,250,0.7885557140409947,0.7671676793694496,0.829,0.875
150,0.001,1,350,0.7496308710873127,0.7245770844817162,0.8475,0.895
150,0.005,0.1,100,0.8542011744379997,0.857174261212349,0.7015,0.7
150,0.005,0.1,250,0.6984353792965412,0.6767869940400124,0.8805,0.89
150,0.005,0.1,350,0.6784348029196262,0.6701835957169533,0.8885,0.9
150,0.005,0.2,100,0.8559101766645908,0.8583989921212196,0.701,0.7
150,0.005,0.2,250,0.729776252746582,0.697636171579361,0.8285,0.87
150,0.005,0.2,350,0.6835762773156167,0.674272865653038,0.886,0.89
150,0.005,0.3,100,0.6871358649730682,0.678730022907257,0.883,0.885
150,0.005,0.3,250,0.6783952841758728,0.670486462712288,0.89,0.9
150,0.005,0.3,350,0.6811153523623943,0.6725617918372154,0.8875,0.9
150,0.005,1,100,0.6800061958432198,0.672120531797409,0.889,0.9
150,0.005,1,250,0.6762173541486264,0.6662271422147751,0.888,0.905
150,0.005,1,350,0.6792470355033875,0.670668036043644,0.8875,0.9
150,0.01,0.1,100,0.6728439638316631,0.6617252707481385,0.891,0.905
150,0.01,0.1,250,0.6689088966250419,0.6578966552019119,0.889,0.905
150,0.01,0.1,350,0.8454154838323593,0.8497113963961601,0.711,0.7
150,0.01,0.2,100,0.7861859544515609,0.748833320736885,0.761,0.81
150,0.01,0.2,250,0.8474951771497726,0.8516909012198448,0.708,0.7
150,0.01,0.2,350,0.6667276876866818,0.6552180168032646,0.89,0.905
150,0.01,0.3,100,0.6710821670293808,0.661286244392395,0.8875,0.905
150,0.01,0.3,250,0.6762528556287288,0.6674501165747643,0.887,0.9
150,0.01,0.3,350,0.6664346643090248,0.6547024360299111,0.89,0.905
150,0.01,1,100,0.6668285247981548,0.655231457054615,0.89,0.905
150,0.01,1,250,0.6857735721468925,0.6733791443705559,0.882,0.885
150,0.01,1,350,0.6678777717351914,0.6567006593942643,0.8895,0.905
500,0.001,0.1,100,0.7872495825886726,0.767111522257328,0.825,0.875
500,0.001,0.1,250,0.7188511129617691,0.7027165153622628,0.8625,0.87
500,0.001,0.1,350,0.8566602679789066,0.8610119062662125,0.7055,0.7
500,0.001,0.2,100,0.8613603718578815,0.8540348210930824,0.6925,0.68
500,0.001,0.2,250,0.7239723475873471,0.6991492944955826,0.8685,0.88
500,0.001,0.2,350,0.7020723894834519,0.689800252020359,0.88,0.88
500,0.001,0.3,100,0.7854015603661537,0.7551967883110047,0.7975,0.85
500,0.001,0.3,250,0.71197132563591,0.6985684448480606,0.871,0.875
500,0.001,0.3,350,0.8577807777822017,0.8605979645252227,0.7025,0.7
500,0.001,1,100,0.685172619074583,0.6764063507318496,0.885,0.885
500,0.001,1,250,0.694923455297947,0.685592834353447,0.8815,0.88
500,0.001,1,350,0.6920060466527939,0.6827448213100433,0.8815,0.88
500,0.005,0.1,100,0.8530252412855626,0.8550006234645844,0.7025,0.7
500,0.005,0.1,250,0.6692676294147968,0.6594129151105881,0.8905,0.905
500,0.005,0.1,350,0.7951318255066872,0.7524220302700997,0.7605,0.81
500,0.005,0.2,100,0.6860171115696431,0.676875019967556,0.887,0.885
500,0.005,0.2,250,0.6669611902236938,0.6562690767645836,0.8925,0.905
500,0.005,0.2,350,0.6638776073157787,0.6521819493174553,0.894,0.905
500,0.005,0.3,100,0.6829116107523441,0.6745693811774254,0.8855,0.89
500,0.005,0.3,250,0.6697659373581409,0.657804108262062,0.89,0.905
500,0.005,0.3,350,0.6631954371929168,0.6515803250670433,0.8945,0.905
500,0.005,1,100,0.662885802090168,0.650929964184761,0.8925,0.905
500,0.005,1,250,0.8348455298542976,0.8491590103507042,0.7245,0.71
500,0.005,1,350,0.6618735143244266,0.649524310529232,0.8945,0.905
500,0.01,0.1,100,0.8496652979254723,0.8534257844090462,0.707,0.7
500,0.01,0.1,250,0.6616197053492069,0.6497590404748916,0.8955,0.905
500,0.01,0.1,350,0.6806840876340866,0.6718452116847038,0.8865,0.885
500,0.01,0.2,100,0.6712418736815453,0.6621875604987144,0.8905,0.905
500,0.01,0.2,250,0.7412556263506412,0.7154185682535171,0.826,0.86
500,0.01,0.2,350,0.8200309495329857,0.817172898054123,0.7305,0.735
500,0.01,0.3,100,0.6672174655497074,0.6567013776302337,0.8935,0.905
500,0.01,0.3,250,0.660432885825634,0.6467896085977555,0.8955,0.905
500,0.01,0.3,350,0.7123070968389511,0.6728967937827111,0.85,0.89
500,0.01,1,100,0.659269787043333,0.6462091085314751,0.895,0.905
500,0.01,1,250,0.6593347654640674,0.6462710082530976,0.895,0.905
500,0.01,1,350,0.6592402616143227,0.6461657747626305,0.895,0.905
1000,0.001,0.1,100,0.8219279920756817,0.8054769200086593,0.8335,0.875
1000,0.001,0.1,250,0.7200891532599926,0.7042597594857216,0.862,0.87
1000,0.001,0.1,350,0.7510334487557411,0.7174489685893058,0.8185,0.865
1000,0.001,0.2,100,0.7813676678538323,0.7569939768314362,0.8255,0.87
1000,0.001,0.2,250,0.8615726826786995,0.863918808400631,0.7025,0.7
1000,0.001,0.2,350,0.7158899677693844,0.6934354713559151,0.8705,0.885
1000,0.001,0.3,100,0.9206090011000633,0.9135106456279755,0.65,0.645
1000,0.001,0.3,250,0.7276529590189457,0.7025168481469154,0.852,0.88
1000,0.001,0.3,350,0.7400269768536091,0.7058317279815673,0.8325,0.88
1000,0.001,1,100,0.6720017541050911,0.663199670612812,0.89,0.905
1000,0.001,1,250,0.697695781826973,0.686247908771038,0.875,0.88
1000,0.001,1,350,0.8457025188803673,0.84989550948143,0.7125,0.7
1000,0.005,0.1,100,0.8560030211210251,0.8580319109559059,0.7005,0.7
1000,0.005,0.1,250,0.6676986064016819,0.657161773443222,0.891,0.905
1000,0.005,0.1,350,0.6641840343475341,0.6529548490047454,0.895,0.905
1000,0.005,0.2,100,0.6933860322535038,0.6724666392803192,0.886,0.895
1000,0.005,0.2,250,0.665334713101387,0.6541700708866119,0.894,0.905
1000,0.005,0.2,350,0.6635705713927745,0.6522017055749894,0.8955,0.905
1000,0.005,0.3,100,0.8505434462726116,0.8551939392089843,0.709,0.7
1000,0.005,0.3,250,0.6638683888912201,0.6525331443548202,0.8955,0.905
1000,0.005,0.3,350,0.6625917757749558,0.65096912920475,0.8965,0.905
1000,0.005,1,100,0.6591353685557843,0.6452676570415496,0.895,0.905
1000,0.005,1,250,0.6583917486965656,0.6456043583154678,0.8955,0.905
1000,0.005,1,350,0.6588125665187836,0.646035306751728,0.8955,0.905
1000,0.01,0.1,100,0.6694132922887802,0.6596567875146866,0.89,0.905
1000,0.01,0.1,250,0.6608031159341335,0.6487710630893707,0.897,0.905
1000,0.01,0.1,350,0.6595395050644874,0.6473634511232376,0.8975,0.905
1000,0.01,0.2,100,0.6690581984221935,0.659216412305832,0.89,0.905
1000,0.01,0.2,250,0.6607021139264107,0.6487248286604881,0.897,0.905
1000,0.01,0.2,350,0.6589786761105061,0.6466459140181542,0.8975,0.905
1000,0.01,0.3,100,0.6696518122553825,0.6589751455187798,0.89,0.905
1000,0.01,0.3,250,0.661579501181841,0.6496659085154534,0.897,0.905
1000,0.01,0.3,350,0.6598118619322777,0.6474679166078567,0.8975,0.905
1000,0.01,1,100,0.6568917777240276,0.6439163881540299,0.895,0.91
1000,0.01,1,250,0.6568945755362511,0.6439163306355477,0.895,0.91
1000,0.01,1,350,0.7036146875023842,0.6728158488869667,0.849,0.875
