num_epochs,learning_rate,lr_decay_factor,lr_decay_step,regularization,final_train_loss,final_valid_loss,final_train_acc,final_valid_acc
1100,0.005,0.1,100,0,1.6660687178373337,1.643725961446762,0.8005,0.81
1100,0.005,0.1,100,0.001,1.4704434499144554,1.569786548614502,0.994,0.88
1100,0.005,0.1,100,0.01,1.5187642276287079,1.6471848785877228,0.9805,0.875
1100,0.005,0.1,100,0.1,2.302492469549179,2.3026341795921326,0.117,0.09
1100,0.005,0.1,250,0,1.6300809234380722,1.6221313178539276,0.832,0.79
1100,0.005,0.1,250,0.001,1.4679378271102905,1.6001449823379517,0.9965,0.87
1100,0.005,0.1,250,0.01,1.5184491984546185,1.6090252995491028,0.981,0.85
1100,0.005,0.1,250,0.1,2.3024998903274536,2.3025789856910706,0.117,0.09
1100,0.005,0.1,350,0,1.6453178524971008,1.6369155943393707,0.821,0.81
1100,0.005,0.1,350,0.001,1.4656919799745083,1.6088506281375885,0.999,0.85
1100,0.005,0.1,350,0.01,1.5185808688402176,1.622721940279007,0.9835,0.86
1100,0.005,0.1,350,0.1,2.3024982884526253,2.30263614654541,0.117,0.09
1100,0.005,0.2,100,0,1.659005019813776,1.631071388721466,0.8065,0.815
1100,0.005,0.2,100,0.001,1.468964297324419,1.5990917384624481,0.9955,0.87
1100,0.005,0.2,100,0.01,1.517188485711813,1.600462943315506,0.984,0.84
1100,0.005,0.2,100,0.1,2.3024968951940536,2.30260694026947,0.117,0.09
1100,0.005,0.2,250,0,1.6132076904177666,1.6329119503498077,0.8495,0.815
1100,0.005,0.2,250,0.001,1.4679575078189373,1.5664770305156708,0.9965,0.88
1100,0.005,0.2,250,0.01,1.5172137059271336,1.6209906935691833,0.9835,0.855
1100,0.005,0.2,250,0.1,2.302494153380394,2.3026127219200134,0.117,0.09
1100,0.005,0.2,350,0,1.5966529622673988,1.6353624165058136,0.867,0.81
1100,0.005,0.2,350,0.001,1.466949600726366,1.592121183872223,0.9975,0.865
1100,0.005,0.2,350,0.01,1.5160509124398232,1.6158935129642487,0.9845,0.86
1100,0.005,0.2,350,0.1,2.3024981543421745,2.302600145339966,0.117,0.09
1100,0.005,0.3,100,0,1.6575479283928871,1.5988135635852814,0.8075,0.825
1100,0.005,0.3,100,0.001,1.4693986736238003,1.5956785678863525,0.995,0.875
1100,0.005,0.3,100,0.01,1.5162805654108524,1.614559143781662,0.9855,0.86
1100,0.005,0.3,100,0.1,2.302505172789097,2.302561342716217,0.117,0.09
1100,0.005,0.3,250,0,1.6113248467445374,1.6605203747749329,0.8515,0.82
1100,0.005,0.3,250,0.001,1.4679172858595848,1.601718157529831,0.9965,0.87
1100,0.005,0.3,250,0.01,1.520077858120203,1.6302412152290344,0.9835,0.845
1100,0.005,0.3,250,0.1,2.302500791847706,2.3025920391082764,0.117,0.09
1100,0.005,0.3,350,0,1.6010953299701214,1.6599155366420746,0.8605,0.815
1100,0.005,0.3,350,0.001,1.4669897221028805,1.6243414878845215,0.9975,0.87
1100,0.005,0.3,350,0.01,1.5152359828352928,1.6195794343948364,0.988,0.855
1100,0.005,0.3,350,0.1,2.3024934008717537,2.302602708339691,0.117,0.09
1100,0.005,1,100,0,1.6383650042116642,1.632847934961319,0.8185,0.815
1100,0.005,1,100,0.001,1.4744167923927307,1.6865038871765137,0.9905,0.85
1100,0.005,1,100,0.01,1.5431127026677132,1.61539027094841,0.9565,0.83
1100,0.005,1,100,0.1,2.3025308176875114,2.303015351295471,0.107,0.09
1100,0.005,1,250,0,1.6679045967757702,1.6201413869857788,0.792,0.83
1100,0.005,1,250,0.001,1.4716335535049438,1.6368194222450256,0.9935,0.84
1100,0.005,1,250,0.01,1.5470063127577305,1.6302702724933624,0.9595,0.84
1100,0.005,1,250,0.1,2.302521876990795,2.303007125854492,0.1125,0.09
1100,0.005,1,350,0,1.6238314136862755,1.636304795742035,0.8355,0.81
1100,0.005,1,350,0.001,1.4838357269763947,1.6070628464221954,0.9845,0.87
1100,0.005,1,350,0.01,1.5415250919759274,1.6472424268722534,0.961,0.83
1100,0.005,1,350,0.1,2.3025583177804947,2.303123354911804,0.1115,0.09
1100,0.01,0.1,100,0,1.7747980281710625,1.6096883118152618,0.686,0.81
1100,0.01,0.1,100,0.001,1.4690578877925873,1.602155476808548,0.9955,0.87
1100,0.01,0.1,100,0.01,1.5200253129005432,1.6612978279590607,0.983,0.84
1100,0.01,0.1,100,0.1,2.302503816783428,2.3025476932525635,0.117,0.09
1100,0.01,0.1,250,0,1.7256477922201157,1.6776803135871887,0.736,0.785
1100,0.01,0.1,250,0.001,1.4670435674488544,1.6141919195652008,0.9975,0.86
1100,0.01,0.1,250,0.01,1.5265470743179321,1.6578993201255798,0.9745,0.835
1100,0.01,0.1,250,0.1,2.3024910911917686,2.3025925159454346,0.117,0.09
1100,0.01,0.1,350,0,1.7297234609723091,1.6241563856601715,0.7335,0.79
1100,0.01,0.1,350,0.001,1.4669189751148224,1.6086431443691254,0.9975,0.865
1100,0.01,0.1,350,0.01,1.5240003280341625,1.6064810454845428,0.9775,0.865
1100,0.01,0.1,350,0.1,2.302492268383503,2.3026028275489807,0.117,0.09
1100,0.01,0.2,100,0,1.7212754264473915,1.6220276951789856,0.744,0.795
1100,0.01,0.2,100,0.001,1.4676306955516338,1.6047991514205933,0.997,0.87
1100,0.01,0.2,100,0.01,1.5256741978228092,1.6325323581695557,0.9755,0.845
1100,0.01,0.2,100,0.1,2.3025006130337715,2.3025189638137817,0.117,0.09
1100,0.01,0.2,250,0,1.7272496856749058,1.6447428464889526,0.731,0.8
1100,0.01,0.2,250,0.001,1.4680999964475632,1.609877347946167,0.9965,0.855
1100,0.01,0.2,250,0.01,1.5277005173265934,1.6328481435775757,0.9755,0.85
1100,0.01,0.2,250,0.1,2.3024968802928925,2.3026018142700195,0.117,0.09
1100,0.01,0.2,350,0,1.729904044419527,1.637048453092575,0.7305,0.775
1100,0.01,0.2,350,0.001,1.4670654349029064,1.6503441631793976,0.9975,0.865
1100,0.01,0.2,350,0.01,1.5298529006540775,1.6601370573043823,0.974,0.85
1100,0.01,0.2,350,0.1,2.3024995774030685,2.3025401830673218,0.117,0.09
1100,0.01,0.3,100,0,1.7242659106850624,1.622687578201294,0.7335,0.795
1100,0.01,0.3,100,0.001,1.467977847903967,1.6036108136177063,0.9965,0.855
1100,0.01,0.3,100,0.01,1.5225629955530167,1.645746648311615,0.9785,0.855
1100,0.01,0.3,100,0.1,2.3024986684322357,2.3026521801948547,0.117,0.09
1100,0.01,0.3,250,0,1.6795955076813698,1.715038388967514,0.7835,0.78
1100,0.01,0.3,250,0.001,1.4704112857580185,1.5693235099315643,0.994,0.865
1100,0.01,0.3,250,0.01,1.525448389351368,1.638407289981842,0.976,0.835
1100,0.01,0.3,250,0.1,2.3024957850575447,2.302465796470642,0.117,0.09
1100,0.01,0.3,350,0,1.7137348279356956,1.6484748721122742,0.7445,0.795
1100,0.01,0.3,350,0.001,1.468885388225317,1.6047154664993286,0.9955,0.86
1100,0.01,0.3,350,0.01,1.5331644378602505,1.67483589053154,0.9715,0.845
1100,0.01,0.3,350,0.1,2.302499294281006,2.3025237917900085,0.117,0.09
1100,0.01,1,100,0,1.849787775427103,1.7431177198886871,0.6075,0.745
1100,0.01,1,100,0.001,1.5069444626569748,1.5844476819038391,0.957,0.84
1100,0.01,1,100,0.01,1.5809913016855717,1.651215374469757,0.913,0.83
1100,0.01,1,100,0.1,2.302539750933647,2.3032151460647583,0.1125,0.105
1100,0.01,1,250,0,1.7736114040017128,1.6564597487449646,0.69,0.785
1100,0.01,1,250,0.001,1.4873456619679928,1.606407105922699,0.977,0.82
1100,0.01,1,250,0.01,1.5885020680725574,1.6818433701992035,0.9145,0.815
1100,0.01,1,250,0.1,2.3024983182549477,2.3030062317848206,0.0995,0.09
1100,0.01,1,350,0,1.7434569336473942,1.7150564789772034,0.7205,0.78
1100,0.01,1,350,0.001,1.4914133660495281,1.6525066494941711,0.973,0.865
1100,0.01,1,350,0.01,1.5810231938958168,1.6538474261760712,0.916,0.815
1100,0.01,1,350,0.1,2.302556097507477,2.3032153248786926,0.1115,0.09
