num_epochs,learning_rate,lr_decay_factor,lr_decay_step,regularization,final_train_loss,final_valid_loss,final_train_acc,final_valid_acc
550,0.001,0.1,350,0.01,1.514835961163044,1.6779011487960815,0.9855,0.855
550,0.001,0.1,350,0.1,2.3024980649352074,2.3026280999183655,0.117,0.09
550,0.001,0.2,100,0,1.7148467004299164,1.5898466408252716,0.758,0.86
550,0.001,0.2,100,0.001,1.4692389145493507,1.5697931051254272,0.9955,0.87
550,0.001,0.2,100,0.01,1.5176340378820896,1.649364948272705,0.985,0.875
550,0.001,0.2,100,0.1,2.3024941235780716,2.3025174736976624,0.117,0.09
550,0.001,0.2,250,0,1.6312371045351028,1.6641916632652283,0.8395,0.825
550,0.001,0.2,250,0.001,1.4689230658113956,1.5772902965545654,0.9955,0.875
550,0.001,0.2,250,0.01,1.5165230333805084,1.599437803030014,0.984,0.855
550,0.001,0.2,250,0.1,2.302491545677185,2.3025315403938293,0.117,0.09
550,0.001,0.2,350,0,1.622590582817793,1.6449902951717377,0.8515,0.82
550,0.001,0.2,350,0.001,1.4665349908173084,1.5880285203456879,0.998,0.855
550,0.001,0.2,350,0.01,1.5124474167823792,1.6423687636852264,0.9905,0.865
550,0.001,0.2,350,0.1,2.302502103149891,2.302686929702759,0.117,0.09
550,0.001,0.3,100,0,1.6795064881443977,1.634272962808609,0.79,0.82
550,0.001,0.3,100,0.001,1.4667941220104694,1.5850630104541779,0.998,0.89
550,0.001,0.3,100,0.01,1.5161782689392567,1.621372014284134,0.9865,0.865
550,0.001,0.3,100,0.1,2.30249747633934,2.3025383353233337,0.117,0.09
550,0.001,0.3,250,0,1.6171110719442368,1.6343909800052643,0.8555,0.805
550,0.001,0.3,250,0.001,1.4670755378901958,1.619883269071579,0.9975,0.875
550,0.001,0.3,250,0.01,1.5120226554572582,1.6367875933647156,0.9905,0.88
550,0.001,0.3,250,0.1,2.302495889365673,2.3025518655776978,0.117,0.09
550,0.001,0.3,350,0,1.6231718249619007,1.6302126944065094,0.844,0.825
550,0.001,0.3,350,0.001,1.4676572903990746,1.5945315957069397,0.997,0.89
550,0.001,0.3,350,0.01,1.5147726312279701,1.648276537656784,0.9865,0.855
550,0.001,0.3,350,0.1,2.302502781152725,2.302538275718689,0.117,0.09
550,0.001,1,100,0,1.6168460063636303,1.6137911677360535,0.851,0.805
550,0.001,1,100,0.001,1.4680030979216099,1.6289426982402802,0.9965,0.86
550,0.001,1,100,0.01,1.5168019458651543,1.6285816729068756,0.9875,0.85
550,0.001,1,100,0.1,2.3025135174393654,2.302560031414032,0.117,0.09
550,0.001,1,250,0,1.6077697835862637,1.6003584265708923,0.8595,0.825
550,0.001,1,250,0.001,1.4661299549043179,1.6179681420326233,0.9985,0.855
550,0.001,1,250,0.01,1.5207676999270916,1.6261469423770905,0.986,0.855
550,0.001,1,250,0.1,2.3024904876947403,2.3023529052734375,0.117,0.09
550,0.001,1,350,0,1.603365235030651,1.6206762492656708,0.862,0.835
550,0.001,1,350,0.001,1.465023122727871,1.6251214742660522,0.999,0.855
550,0.001,1,350,0.01,1.5178371146321297,1.6224258840084076,0.989,0.865
550,0.001,1,350,0.1,2.3025242909789085,2.302488148212433,0.117,0.09
550,0.005,0.1,100,0,1.6692650504410267,1.639579027891159,0.8,0.8
550,0.005,0.1,100,0.001,1.4689065515995026,1.596849113702774,0.9955,0.865
550,0.005,0.1,100,0.01,1.518945150077343,1.6645144820213318,0.983,0.845
550,0.005,0.1,100,0.1,2.302502855658531,2.302563965320587,0.117,0.09
550,0.005,0.1,250,0,1.6374229043722153,1.670273095369339,0.829,0.835
550,0.005,0.1,250,0.001,1.4660458602011204,1.6277397871017456,0.9985,0.865
550,0.005,0.1,250,0.01,1.5163729190826416,1.6355646550655365,0.9845,0.855
550,0.005,0.1,250,0.1,2.302509091794491,2.3025471568107605,0.117,0.09
550,0.005,0.1,350,0,1.6365381516516209,1.6103917956352234,0.8275,0.81
550,0.005,0.1,350,0.001,1.46675643324852,1.643868625164032,0.998,0.87
550,0.005,0.1,350,0.01,1.5199736692011356,1.659856915473938,0.983,0.855
550,0.005,0.1,350,0.1,2.302506111562252,2.302533268928528,0.117,0.09
550,0.005,0.2,100,0,1.6698517687618732,1.583923101425171,0.7955,0.845
550,0.005,0.2,100,0.001,1.4670912325382233,1.6345916092395782,0.9975,0.88
550,0.005,0.2,100,0.01,1.516115602105856,1.6469476819038391,0.9845,0.865
550,0.005,0.2,100,0.1,2.3025022149086,2.3025442361831665,0.117,0.09
550,0.005,0.2,250,0,1.6344718858599663,1.5959492027759552,0.8275,0.83
550,0.005,0.2,250,0.001,1.468408975750208,1.608963668346405,0.996,0.87
550,0.005,0.2,250,0.01,1.5150522254407406,1.6508979201316833,0.9875,0.87
550,0.005,0.2,250,0.1,2.302491672337055,2.3025571703910828,0.117,0.09
550,0.005,0.2,350,0,1.627572190016508,1.61507648229599,0.837,0.815
550,0.005,0.2,350,0.001,1.4667063243687153,1.6058418452739716,0.998,0.85
550,0.005,0.2,350,0.01,1.5217972733080387,1.6648753583431244,0.9815,0.835
550,0.005,0.2,350,0.1,2.3025014996528625,2.3024837970733643,0.117,0.09
550,0.005,0.3,100,0,1.6540353782474995,1.6186508536338806,0.812,0.835
550,0.005,0.3,100,0.001,1.4665983505547047,1.6020625531673431,0.998,0.87
550,0.005,0.3,100,0.01,1.5176055952906609,1.6079550981521606,0.9865,0.855
550,0.005,0.3,100,0.1,2.3024953082203865,2.30267995595932,0.117,0.09
550,0.005,0.3,250,0,1.6191200353205204,1.6280271410942078,0.847,0.82
550,0.005,0.3,250,0.001,1.4670406356453896,1.592429906129837,0.9975,0.88
550,0.005,0.3,250,0.01,1.5169343575835228,1.6173447966575623,0.9845,0.855
550,0.005,0.3,250,0.1,2.3025038838386536,2.3025960326194763,0.117,0.09
550,0.005,0.3,350,0,1.6224265657365322,1.6706390678882599,0.841,0.805
550,0.005,0.3,350,0.001,1.467425610870123,1.5992869138717651,0.9975,0.875
550,0.005,0.3,350,0.01,1.5242994651198387,1.6608941555023193,0.98,0.85
550,0.005,0.3,350,0.1,2.3025037050247192,2.302596151828766,0.117,0.09
550,0.005,1,100,0,1.6960537284612656,1.666699230670929,0.77,0.805
550,0.005,1,100,0.001,1.494442868977785,1.609395682811737,0.969,0.825
550,0.005,1,100,0.01,1.5435042642056942,1.638777732849121,0.958,0.85
550,0.005,1,100,0.1,2.3025431856513023,2.302980959415436,0.118,0.11
550,0.005,1,250,0,1.6539486199617386,1.704397976398468,0.812,0.795
550,0.005,1,250,0.001,1.474116001278162,1.615174651145935,0.991,0.87
550,0.005,1,250,0.01,1.5410089045763016,1.7141143083572388,0.961,0.845
550,0.005,1,250,0.1,2.302501104772091,2.303179621696472,0.1065,0.09
550,0.005,1,350,0,1.652713093906641,1.6053703725337982,0.809,0.815
550,0.005,1,350,0.001,1.50110400095582,1.6371849477291107,0.971,0.825
550,0.005,1,350,0.01,1.5462507270276546,1.6426990926265717,0.9575,0.85
550,0.005,1,350,0.1,2.3025247156620026,2.3034077286720276,0.103,0.11
550,0.01,0.1,100,0,1.7692921236157417,1.6395673155784607,0.6895,0.805
550,0.01,0.1,100,0.001,1.4686362445354462,1.6287822127342224,0.996,0.86
550,0.01,0.1,100,0.01,1.5193889141082764,1.652124434709549,0.9825,0.85
550,0.01,0.1,100,0.1,2.302496872842312,2.3024850487709045,0.117,0.09
550,0.01,0.1,250,0,1.765010017901659,1.632839322090149,0.6955,0.815
550,0.01,0.1,250,0.001,1.4679549932479858,1.6145523190498352,0.9965,0.88
550,0.01,0.1,250,0.01,1.52694546058774,1.6371962130069733,0.9755,0.84
550,0.01,0.1,250,0.1,2.3025017380714417,2.3024957180023193,0.117,0.09
550,0.01,0.1,350,0,1.756619170308113,1.6784215569496155,0.7075,0.79
550,0.01,0.1,350,0.001,1.4702101647853851,1.6004666686058044,0.9945,0.875
550,0.01,0.1,350,0.01,1.5341685339808464,1.6389274299144745,0.971,0.835
550,0.01,0.1,350,0.1,2.302512764930725,2.3028945326805115,0.117,0.09
550,0.01,0.2,100,0,1.7536046020686626,1.6662368178367615,0.7085,0.81
550,0.01,0.2,100,0.001,1.46796715259552,1.5878887176513672,0.9965,0.85
550,0.01,0.2,100,0.01,1.5257201306521893,1.641399472951889,0.9775,0.84
550,0.01,0.2,100,0.1,2.3025006651878357,2.3025415539741516,0.117,0.09
550,0.01,0.2,250,0,1.7476083599030972,1.6783465147018433,0.7145,0.79
550,0.01,0.2,250,0.001,1.4699911028146744,1.5732495188713074,0.9945,0.87
550,0.01,0.2,250,0.01,1.5221157632768154,1.6349841952323914,0.979,0.86
550,0.01,0.2,250,0.1,2.30250034481287,2.302568554878235,0.117,0.09
550,0.01,0.2,350,0,1.7226588167250156,1.648424118757248,0.7345,0.79
550,0.01,0.2,350,0.001,1.4690997190773487,1.6093008816242218,0.996,0.85
550,0.01,0.2,350,0.01,1.5300456769764423,1.630537748336792,0.977,0.84
550,0.01,0.2,350,0.1,2.3025244250893593,2.3075398206710815,0.109,0.09
550,0.01,0.3,100,0,1.739618245512247,1.6680995225906372,0.7165,0.805
550,0.01,0.3,100,0.001,1.468474067747593,1.6246650516986847,0.996,0.87
550,0.01,0.3,100,0.01,1.5211602337658405,1.6225879490375519,0.981,0.845
550,0.01,0.3,100,0.1,2.302496775984764,2.30272376537323,0.117,0.09
550,0.01,0.3,250,0,1.7349126525223255,1.699366271495819,0.728,0.8
550,0.01,0.3,250,0.001,1.4687397070229053,1.6089188158512115,0.996,0.885
550,0.01,0.3,250,0.01,1.5290883257985115,1.6318437457084656,0.972,0.845
550,0.01,0.3,250,0.1,2.302504673600197,2.3024822473526,0.117,0.09
550,0.01,0.3,350,0,1.733275167644024,1.6056828498840332,0.7295,0.815
550,0.01,0.3,350,0.001,1.4703551828861237,1.606294572353363,0.994,0.84
550,0.01,0.3,350,0.01,1.5405261814594269,1.6168587803840637,0.964,0.835
550,0.01,0.3,350,0.1,2.3025154024362564,2.302712559700012,0.108,0.09
550,0.01,1,100,0,1.7870174422860146,1.675998032093048,0.673,0.76
550,0.01,1,100,0.001,1.4959921352565289,1.6366030871868134,0.9715,0.835
550,0.01,1,100,0.01,1.581865582615137,1.6301679909229279,0.9165,0.83
550,0.01,1,100,0.1,2.3025233522057533,2.3033230900764465,0.1085,0.09
550,0.01,1,250,0,1.831421636044979,1.7189551889896393,0.6265,0.74
550,0.01,1,250,0.001,1.507925909012556,1.5880995690822601,0.9575,0.855
550,0.01,1,250,0.01,1.583344966173172,1.6634552478790283,0.914,0.825
550,0.01,1,250,0.1,2.302537724375725,2.3031997680664062,0.1075,0.09
550,0.01,1,350,0,1.8390642181038857,1.7477858662605286,0.6215,0.74
550,0.01,1,350,0.001,1.490812249481678,1.6204404532909393,0.9745,0.84
550,0.01,1,350,0.01,1.5794334821403027,1.663290560245514,0.913,0.845
550,0.01,1,350,0.1,2.3025529757142067,2.3032947182655334,0.097,0.09
1100,0.001,0.1,100,0,1.7072076015174389,1.6712452173233032,0.769,0.84
1100,0.001,0.1,100,0.001,1.4705574586987495,1.6141029000282288,0.9955,0.86
1100,0.001,0.1,100,0.01,1.518501404672861,1.6007230877876282,0.983,0.87
1100,0.001,0.1,100,0.1,2.302506312727928,2.3026028871536255,0.117,0.09
1100,0.001,0.1,250,0,1.664715450257063,1.6198070347309113,0.811,0.835
1100,0.001,0.1,250,0.001,1.4685008339583874,1.6202481091022491,0.996,0.855
1100,0.001,0.1,250,0.01,1.513374499976635,1.631854921579361,0.988,0.865
1100,0.001,0.1,250,0.1,2.3024996146559715,2.3026211261749268,0.117,0.09
1100,0.001,0.1,350,0,1.6146063432097435,1.7058646082878113,0.856,0.79
1100,0.001,0.1,350,0.001,1.46619313955307,1.5999611020088196,0.9985,0.88
1100,0.001,0.1,350,0.01,1.5150421299040318,1.6605826616287231,0.9875,0.86
1100,0.001,0.1,350,0.1,2.3024930581450462,2.3026580214500427,0.117,0.09
1100,0.001,0.2,100,0,1.7039152905344963,1.6126751005649567,0.763,0.805
1100,0.001,0.2,100,0.001,1.4692143350839615,1.6070756912231445,0.9955,0.855
1100,0.001,0.2,100,0.01,1.5163112692534924,1.6417319476604462,0.9875,0.86
1100,0.001,0.2,100,0.1,2.302496239542961,2.302639126777649,0.117,0.09
1100,0.001,0.2,250,0,1.640638891607523,1.68435937166214,0.8335,0.81
1100,0.001,0.2,250,0.001,1.466074649244547,1.59286767244339,0.9985,0.845
1100,0.001,0.2,250,0.01,1.5129148326814175,1.6007646322250366,0.9885,0.855
1100,0.001,0.2,250,0.1,2.3024940490722656,2.3026132583618164,0.117,0.09
1100,0.001,0.2,350,0,1.6243402175605297,1.672581046819687,0.8475,0.775
1100,0.001,0.2,350,0.001,1.4669687449932098,1.5961303114891052,0.9975,0.87
1100,0.001,0.2,350,0.01,1.5109370946884155,1.6481426656246185,0.99,0.86
1100,0.001,0.2,350,0.1,2.3025060147047043,2.3025357723236084,0.117,0.09
1100,0.001,0.3,100,0,1.68515083193779,1.6454309225082397,0.7895,0.845
1100,0.001,0.3,100,0.001,1.4714446999132633,1.5887117683887482,0.993,0.875
1100,0.001,0.3,100,0.01,1.51384799182415,1.6267400979995728,0.987,0.845
1100,0.001,0.3,100,0.1,2.302498906850815,2.302546739578247,0.117,0.09
1100,0.001,0.3,250,0,1.612358145415783,1.6445646584033966,0.856,0.8
1100,0.001,0.3,250,0.001,1.4670163169503212,1.6105712354183197,0.9975,0.845
1100,0.001,0.3,250,0.01,1.5127496309578419,1.61130028963089,0.99,0.855
1100,0.001,0.3,250,0.1,2.3024897277355194,2.3026285767555237,0.117,0.09
1100,0.001,0.3,350,0,1.607631515711546,1.6318100094795227,0.8635,0.825
1100,0.001,0.3,350,0.001,1.4680050164461136,1.5944114327430725,0.9965,0.87
1100,0.001,0.3,350,0.01,1.514334388077259,1.6493775248527527,0.9895,0.86
1100,0.001,0.3,350,0.1,2.30250296741724,2.302579939365387,0.117,0.09
1100,0.001,1,100,0,1.5842782109975815,1.6792039275169373,0.884,0.8
1100,0.001,1,100,0.001,1.4656719528138638,1.6068986058235168,0.999,0.865
1100,0.001,1,100,0.01,1.5138234235346317,1.6105636060237885,0.989,0.845
1100,0.001,1,100,0.1,2.3024972081184387,2.302557349205017,0.117,0.09
1100,0.001,1,250,0,1.5846314057707787,1.6917672753334045,0.882,0.765
1100,0.001,1,250,0.001,1.4661417342722416,1.600674033164978,0.9985,0.86
1100,0.001,1,250,0.01,1.5157210007309914,1.6329470872879028,0.9895,0.86
1100,0.001,1,250,0.1,2.302520252764225,2.3027685284614563,0.117,0.09
1100,0.001,1,350,0,1.5790864117443562,1.6409885883331299,0.889,0.8
1100,0.001,1,350,0.001,1.4675816483795643,1.578450471162796,0.997,0.865
1100,0.001,1,350,0.01,1.516539379954338,1.610560804605484,0.986,0.865
1100,0.001,1,350,0.1,2.3025142401456833,2.302326261997223,0.117,0.095
